"Mon Nov 30 21:30:19 +0000 2015 Join  for an open house to plan for the  Industrial Business Zone tomorrow 12/1, 5pm-8pm! ",Non-Relevant
Mon Nov 30 21:05:44 +0000 2015 Reminder: join us for Traffic Safety Planning session for  btn 77th-92nd 7pm 12/2   ,Non-Relevant
Mon Nov 30 20:09:20 +0000 2015  Please report location of faded crosswalk to  ,Non-Relevant
"Mon Nov 30 17:52:24 +0000 2015 Over 72 nights, our crew laid down more than 35,000 tons of asphalt.    ",Non-Relevant
"Mon Nov 30 17:44:47 +0000 2015 Our 80+ crew of men &amp; women have smoothed the  for the over 150,000 vehicles driving it everyday ",Non-Relevant
Mon Nov 30 17:43:05 +0000 2015 Since July our crew has resurfaced 35 lane miles along the  finishing tomorrow night! ,Non-Relevant
Mon Nov 30 16:01:22 +0000 2015   Please contact our Manhattan Borough Commissioner's office regarding this location: ,Non-Relevant
Mon Nov 30 15:20:24 +0000 2015  Please contact our Manhattan Borough Commissioner's office regarding this location: ,Non-Relevant
Mon Nov 30 15:19:17 +0000 2015  Please report location of faded markings to  here: ,Non-Relevant
"Mon Nov 30 15:08:34 +0000 2015 Reminder:  lane closures for Mn &amp; Bk bound vehicles begins tonight 11/30 + Tue 12/1, 10PM-5AM ",Relevant
Sun Nov 29 17:31:41 +0000 2015 Reminder Expect lane closures on  Mon 11/30 12:01-5AM to clean drainage system.  ,Relevant
"Fri Nov 27 19:02:56 +0000 2015 Preventative maintenance work on  Tues 12/1+ Thur 12/3, 10PM-5AM. Expect lane closures. ",Relevant
"Fri Nov 27 16:35:36 +0000 2015 Expect  lane closures 12/1, 12:01-3PM. Cyclists may need to dismount to pass work area.  ",Relevant
Fri Nov 27 13:05:38 +0000 2015 Just a reminder that the  will operate on a regular weekday schedule today Fri 11/27  ,Non-Relevant
Thu Nov 26 14:53:03 +0000 2015 A  reminder that the  will run every 30 minutes today.  ,Non-Relevant
Thu Nov 26 14:51:03 +0000 2015 Wishing everyone a  ! ,Non-Relevant
Thu Nov 26 12:05:46 +0000 2015   operating on a weekend schedule today; service provided every 30min.  ,Non-Relevant
"Wed Nov 25 20:31:17 +0000 2015  Report a ""Blocked Sidewalk or Street"" to  using this link:  - complaint will go to NYPD",Non-Relevant
Wed Nov 25 19:32:13 +0000 2015 Expect lane closures on  Mon 11/30 12:01-5AM to clean drainage system. ,Relevant
Wed Nov 25 16:15:09 +0000 2015 The 2016 Alternate Side Parking regulations calendar is now available!    ,Non-Relevant
Wed Nov 25 15:03:01 +0000 2015  will operate on a weekend schedule for   service every 30min.,Non-Relevant
"Wed Nov 25 14:45:55 +0000 2015  lane closures for Mn&amp;Bk bound vehicles Mon11/30+Tue12/1 nights, 10PM-5AM  ",Relevant
Tue Nov 24 21:12:32 +0000 2015   stand with regional leaders for federal transportation funding. ,Non-Relevant
Tue Nov 24 18:06:01 +0000 2015  Please check with  for more information about this location.,Non-Relevant
"Tue Nov 24 16:32:06 +0000 2015  lane closures &amp; full closures for North Tube only, 11/30 thru 12/12. See below for details: ",Relevant
"Tue Nov 24 15:02:40 +0000 2015  Nov25th. Please walk,  or take mass transit to avoid historic heavy traffic days in NYC.  ",Non-Relevant
Tue Nov 24 14:35:44 +0000 2015   Program  Milestone Event 12/3!  More info:  ,Non-Relevant
"Tue Nov 24 14:06:12 +0000 2015 Share your thoughts on traffic, transportation and safety issues re:  Wed 12/2 6pm at 90-40 160th St ",Non-Relevant
"Mon Nov 23 22:02:10 +0000 2015 . NYer of the Week: Carlos Suero,  alum, now runs a similar  program as a teacher ",Non-Relevant
Mon Nov 23 19:25:45 +0000 2015    Please contact our  office regarding transportation related issues,Non-Relevant
Mon Nov 23 18:47:43 +0000 2015  Please call  to report the location of the drain.,Non-Relevant
Mon Nov 23 18:45:03 +0000 2015  Please contact our Brooklyn Borough Commissioner's office regarding this location: ,Non-Relevant
Mon Nov 23 18:28:36 +0000 2015  Please report running hydrant to  so that DEP may be notified.  ,Non-Relevant
Mon Nov 23 18:23:20 +0000 2015  Please report broken hydrant to  online: ,Non-Relevant
Mon Nov 23 15:32:44 +0000 2015  please call  to report the location and condition.,Non-Relevant
"Mon Nov 23 15:04:04 +0000 2015 .  cut the ribbon on  a 16,000sqft pedestrian space   ",Non-Relevant
"Mon Nov 23 14:31:45 +0000 2015 Commissioner Trottenberg announces  Plaza Equity Program, $1.4M in  2016 budget.  ",Non-Relevant
Sun Nov 22 20:13:06 +0000 2015  please call  to report an issue with metal plates so contractor may be notified. Twitter not monitored 24/7.,Non-Relevant
Fri Nov 20 22:08:38 +0000 2015  Please report VMS board location by calling  so the contractor may be notified. Thank you.,Non-Relevant
"Fri Nov 20 22:03:15 +0000 2015 REMINDER:  full closures Saturdays &amp; Sundays thru 11/22, 7am-3pm. Alt route: Metropolitan Ave ",Relevant
Fri Nov 20 20:01:08 +0000 2015    ,Non-Relevant
"Fri Nov 20 19:51:38 +0000 2015   are under  jurisdiction, not DOT.",Non-Relevant
Fri Nov 20 19:48:04 +0000 2015   Please call  to report a signal condition. More info: ,Non-Relevant
"Fri Nov 20 18:25:17 +0000 2015 Join us,  &amp;  for  btn 77th-92nd Sts Traffic Safety Planning Session Wed 12/2 7PM ",Non-Relevant
"Fri Nov 20 18:19:49 +0000 2015 Gorgeous tribute to  FDC William Feehan, as  christens new fireboat with his name. ",Non-Relevant
"Fri Nov 20 17:15:24 +0000 2015  maintenance on 11/24:  lane closure from 7am-3pm, 15min full bridge closures from 10am-2pm ",Relevant
"Fri Nov 20 16:45:17 +0000 2015  lane closures b/w Ave H &amp; Ave I, one night only 11/23 from 9pm-5am ",Relevant
Fri Nov 20 15:42:54 +0000 2015  Thx!,Non-Relevant
Fri Nov 20 15:40:59 +0000 2015   is facilitating longterm water main and sewer installation at this location. ,Non-Relevant
Fri Nov 20 15:30:10 +0000 2015       or via the free  App: ,Non-Relevant
Fri Nov 20 15:29:56 +0000 2015       Report illegal parking in progress: ,Non-Relevant
Fri Nov 20 14:45:47 +0000 2015  Please contact  regarding  service in NYC.,Non-Relevant
Thu Nov 19 18:16:17 +0000 2015  Please feel free to contact DOT's Brooklyn Boro Comm's office regarding transportation issues: ,Non-Relevant
Thu Nov 19 17:14:44 +0000 2015  Please share your parking regulations suggestions with DOT's Commissioner here: ,Non-Relevant
Thu Nov 19 16:16:09 +0000 2015 We're presenting proposed   &amp; ped safety improvements to Mn  11/18 at 6:30pm 353 W30thSt  ,Non-Relevant
Thu Nov 19 15:31:05 +0000 2015   Report illegal parking in progress online:   or w/free  App: ,Non-Relevant
Thu Nov 19 15:28:16 +0000 2015      Please call  to report contractors blocking sidewalk.,Non-Relevant
Thu Nov 19 15:27:25 +0000 2015  Please report construction noise to  ,Non-Relevant
Thu Nov 19 15:25:05 +0000 2015  Please report construction blocking street to   or contact Mn Boro Comm ,Non-Relevant
Thu Nov 19 15:24:03 +0000 2015  Please report construction noise to  ,Non-Relevant
Fri Nov 20 14:45:47 +0000 2015 Please contact regarding service in NYC.,Non-Relevant
Thu Nov 19 18:16:17 +0000 2015 Please feel free to contact DOT's Brooklyn Boro Comm's office regarding transportation issues: ,Non-Relevant
Thu Nov 19 17:14:44 +0000 2015 Please share your parking regulations suggestions with DOT's Commissioner here: ,Non-Relevant
Thu Nov 19 16:16:09 +0000 2015 We're presenting proposed &amp; ped safety improvements to Mn 11/18 at 6:30pm 353 W30thSt ,Non-Relevant
Thu Nov 19 15:31:05 +0000 2015 Report illegal parking in progress online: or w/free App: ,Non-Relevant
Thu Nov 19 15:28:16 +0000 2015 Please call to report contractors blocking sidewalk.,Non-Relevant
Thu Nov 19 15:27:25 +0000 2015 Please report construction noise to ,Non-Relevant
Thu Nov 19 15:25:05 +0000 2015 Please report construction blocking street to or contact Mn Boro Comm ,Non-Relevant
Thu Nov 19 15:24:03 +0000 2015 Please report construction noise to ,Non-Relevant
Wed Nov 18 23:45:10 +0000 2015 is thrilled to join unveil by w/ ,Non-Relevant
Wed Nov 18 23:25:56 +0000 2015 Help us plan share in tonight! 163 W125th St 6/7pm. ,Non-Relevant
Wed Nov 18 21:41:45 +0000 2015 Thanks for catching that!,Non-Relevant
"Wed Nov 18 21:16:00 +0000 2015 single lane closures: Lower Roadway closures on 11/23, Upper Roadway on 11/24 &amp; 11/25. See below: ",Relevant
Wed Nov 18 21:04:14 +0000 2015 This is not a DOT project; Please report location to so they may contact the contractor or utility.,Non-Relevant
"Wed Nov 18 19:49:54 +0000 2015 For more information about this location, please contact DOT's Bronx Boro Comm office with SR ",Non-Relevant
"Wed Nov 18 19:45:30 +0000 2015 NYC begins Friday, November 20th. ",Non-Relevant
"Wed Nov 18 19:07:32 +0000 2015 If you check SR status online: you'll see add'l note that ""there is a valid permit to...",Non-Relevant
"Wed Nov 18 19:05:50 +0000 2015 Make sure to be at our last Saturday check of the winter, Sat 11/21 from 10am-2pm at ",Non-Relevant
Wed Nov 18 18:05:15 +0000 2015 Applications for are due this Friday 11/20! Learn more ,Non-Relevant
Wed Nov 18 16:20:49 +0000 2015 Thx to everyone who came to workshop last night! Accepting input thru 12/13: ,Non-Relevant
Wed Nov 18 16:10:17 +0000 2015 Please call 311 to report an issue with a City vehicle.,Non-Relevant
Wed Nov 18 16:08:45 +0000 2015 Do you have a SR Perhaps this needs to be reported as a different type of service request with ,Non-Relevant
Wed Nov 18 15:52:54 +0000 2015 Please contact to dispute a parking ticket ,Non-Relevant
Wed Nov 18 14:04:17 +0000 2015 TONIGHT: Workshop on in ! Sessions begin 6 &amp; 7pm at NY State Building ,Non-Relevant
Tue Nov 17 21:03:37 +0000 2015 parents: Check if your child's is being used correctly at on 11/20 from 9:30-11:30am ,Non-Relevant
"Tue Nov 17 20:38:34 +0000 2015 Ring in the holiday season with the new holiday installation, on Wed 11/18 at 6pm! ",Non-Relevant
"Tue Nov 17 19:25:38 +0000 2015 single lane closures, 11/19 from 10pm-6am ",Relevant
Tue Nov 17 16:05:24 +0000 2015 In the spring we offer free helmet fitting &amp; distribution events. ,Non-Relevant
Tue Nov 17 15:59:35 +0000 2015 Please call 911 to report reckless driving to NYPD.,Non-Relevant
"Tue Nov 17 13:32:13 +0000 2015 single lane closures, 11/18 from 11pm-6am ",Relevant
"Mon Nov 16 23:26:20 +0000 2015 Stay safe, seen &amp; street legal with lights. Giveaway is finished. Thx for assisting us uptown! ",Non-Relevant
Mon Nov 16 23:02:32 +0000 2015 Surprise Cyclists riding over tonight are given free lights &amp; maps! ,Non-Relevant
Mon Nov 16 22:14:40 +0000 2015 Surprise! and giveaway at tonight! (Manhattan side. While supplies last) ,Non-Relevant
"Mon Nov 16 21:02:09 +0000 2015 Features: sidewalk extensions w/flex delineators, left turn only lane, new crosswalk, LPI &amp; expanded ped space 3/3 ",Non-Relevant
Mon Nov 16 21:00:37 +0000 2015 Today Mn Boro Comm w/ &amp; showcased pedestrian safety improvements 2/3 ,Non-Relevant
"Mon Nov 16 20:58:59 +0000 2015 &amp; ranked in the top 1% of Manhattan intersections for KSI (2009-13), making this a Priority Area. 1/3",Non-Relevant
"Mon Nov 16 20:40:54 +0000 2015 lane closures b/w Ave H and Ave I, one night only 11/18 from 9pm-5am ",Relevant
Mon Nov 16 18:43:37 +0000 2015 Please contact regarding metrocards.,Non-Relevant
Mon Nov 16 18:40:32 +0000 2015 Please report your complaint to here or contact DOT here ,Non-Relevant
"Mon Nov 16 18:38:19 +0000 2015 Thanks, you may report this to here ",Non-Relevant
"Mon Nov 16 18:32:19 +0000 2015 Advanced stop bar markings indicate where vehicles should stop in advance of a crosswalk, regardless of sign or signal.",Non-Relevant
Mon Nov 16 18:00:43 +0000 2015 CANCELED: All lane closures in the Battery Park Underpass are CANCELED for the week of 11/16 thru 11/21.,Relevant
"Mon Nov 16 17:32:43 +0000 2015 Discuss safety improvements for at our workshop tmrw night, or share w/ us at ",Non-Relevant
Mon Nov 16 15:20:18 +0000 2015 Rehabilitation Project: One Week Look-Ahead for work the week of 11/16 ,Non-Relevant
